video_id,author,comment,Unnamed: 3,model_label,model_confidence,prob_negative,prob_neutral,prob_positive,confidence_level
O2xb1lVqUv4,@ekomarwanto744,Nonton vidio ini pake Redmi note 7 beli tahun 2019 <br>Yg sekarang udah ganti baterai dan tombol <br>Selebihnya masih aman??,,1,0.7302159593697721,0.2146634981016738,0.7302159593697721,0.05512054252855399,medium
O2xb1lVqUv4,@lanangtv24,Absen Yang Nonton Pake HP huawei ????,,1,0.7758160362539476,0.17351351900094172,0.7758160362539476,0.05067044474511066,medium
O2xb1lVqUv4,@ragilboy,Mau pake Hp apapun pasti akan kecewa setelah 3bln pembelian krn pasti ada lg hp baru dgn teknologi yg lebih baru plus canggih dgn harga kurang lebih sama ????,,0,0.6718259642269461,0.6718259642269461,0.2781165584279446,0.05005747734510936,medium
O2xb1lVqUv4,@danielbudiono7232,"<a href=""https://www.youtube.com/watch?v=O2xb1lVqUv4&amp;t=1920"">32:00</a> update software mahal, makanya brand ngakali dengan keluarin hp dengan chipset yg sama berulang2.<br>sangat pintar sih.",,1,0.7251030861405757,0.22616004432336637,0.7251030861405757,0.048736869536058006,medium
O2xb1lVqUv4,@Cafe_Mikrochip,"Leica , hazzebald legend di kamera ??",,0,0.629811154386059,0.629811154386059,0.3192455297530876,0.05094331586085347,medium
O2xb1lVqUv4,@UsmanRolibi,Kapan merek lokal terkenal.,,1,0.8005607621135246,0.059661959418239964,0.8005607621135246,0.1397772784682354,high
O2xb1lVqUv4,@cuniproject3617,Selama make xiomi juga enak ekosistem nya cuma suku Bug aja,,0,0.5380803543804975,0.5380803543804975,0.2214438880243344,0.240475757595168,low
O2xb1lVqUv4,@mr.3baroqueworks5,Jarang ni podcast² soal dinamika perhandphone&#39;an global,,1,0.6698229018376056,0.22868948571476397,0.6698229018376056,0.10148761244763042,medium
O2xb1lVqUv4,@anwarhidayat5045,"selama semua HP harganya terjangkau di bawah 4rebu, saya beli.. krn sesuai kebutuhan dan tidk konsumtif..",,2,0.4444538366879807,0.1181982538310972,0.43734790948092206,0.4444538366879807,low
O2xb1lVqUv4,@Lody381,Hp laknat gk usah dibeli kita sll dibohongi iphone,,1,0.5329186553035653,0.4195149567278528,0.5329186553035653,0.04756638796858203,low
O2xb1lVqUv4,@xiaoleepheng1080,Penggemar Xiaomi hadirrr....<br><br>Sekrng masih pakai Xiaomi 14t pro...masih sangat awet..<br><br>Untuk pakai sehari hari masih aman...kamera juga gak kalah..jarang Selvi sih..kebanyakan buat vidio&quot;aja??????,,0,0.6607079890550575,0.6607079890550575,0.29097960295798,0.048312407986962624,medium
O2xb1lVqUv4,@rusrusday,"Yg punya uang lebih sih gak masalah beli iPhone terbaru.<br>Yg jadi masalah kan yg buat beli rumah aja belum bisa, buat makan aja susah, tapi maksa-maksa untuk ikutin orang-orang beli iPhone.",,0,0.7254818590884469,0.7254818590884469,0.11457280516119431,0.1599453357503588,medium
O2xb1lVqUv4,@pecintasegopecel,ulasan ini jadi ingat pegang hp pertama motorola startack,,1,0.7726070742468893,0.16114654073500606,0.7726070742468893,0.06624638501810454,medium
O2xb1lVqUv4,@RichieJuno,"Masalahnya China belum memegang pasar OS smartphone global.. harmonyOS masih harus berjuang lagi melawan IOS Apple dan Android google utk memenangkan pasar konsumen global. Kedua, chipset kirin yang benar2 asli Tiongkok harus melawan Qualcomm, Samsung dan merk2 Taiwan.... Kecuali kalo China berhasil menginvasi Taiwan ??????",,1,0.7252084100019537,0.22370605458739684,0.7252084100019537,0.05108553541064944,medium
O2xb1lVqUv4,@Bellamy_Candra,"4 tahun ini aku cukup buat dengan Vivo seri V GK banyak jajan, awet",,0,0.6108195387706453,0.6108195387706453,0.10899677108461034,0.2801836901447443,medium
O2xb1lVqUv4,@videniv8623,"Kalau gue pribadi, sebagus-bagusnya hp China, tetep ga bakal gue beli",,2,0.4786525648901879,0.28569990435365733,0.23564753075615474,0.4786525648901879,low
O2xb1lVqUv4,@gadgetuser-sg4hd,"kyknya om ded salah info soal layar hp huawei mate xt ultimate, layar hp huawei mate xt ultimate bukan buatan samsung, tp teknologi layar dari Huawei sendiri yang disebut HUAWEI X-True Display (LTPO OLED). tp sy bener2 appreciate om ded yg kasih saran ke produsen2 China dan itu benar, sy sendiri jg merasa ada perubahan di hp2 China dlm sethn ini yg software dan kamera selfie nya membaik.",,1,0.7660924655676041,0.18280209915333878,0.7660924655676041,0.0511054352790572,medium
O2xb1lVqUv4,@kritiksingkong,"Apanya yang lebih dari iPhone, OS aja masih ikut android wkwkwk",,0,0.6754782911395034,0.6754782911395034,0.2532522153648128,0.07126949349568379,medium
O2xb1lVqUv4,@AjiPrasojo,"Pembahasan antar 2 fans =<br>Fans iphone: kamera, design, design<br>Fans android: kamera, fitur, teknologi",,0,0.6863962679272666,0.6863962679272666,0.26272531203465366,0.050878420038079866,medium
O2xb1lVqUv4,@shiroiidakku,"Nah ini dia alasan gak bisa pindah dari Android. General filenya, lebih enak gak ribet buat Work flow atau kerjaan. Kalau gw pindah ke iphone, banyak pengorbanannya. Harus software yg dipake harus pindah lagi, filenya udah beda sendiri, jadi gak kerjaan.",,2,0.5333704790613997,0.25960328123259135,0.20702623970600897,0.5333704790613997,low
O2xb1lVqUv4,@jualbelimanaj6614,"Mau hp mahal mau hp 2 jutaan, sama aja, yg ptg bisa WA, soal kamera, mmg siapa elu, klo elu model sih gpp ????",,0,0.50338250414746,0.50338250414746,0.34121571891782504,0.15540177693471494,low
O2xb1lVqUv4,@agustinusmurdiyanto2086,Begitu dia ngomong hp yang pertama dibahas kameranya. Obrolan selanjutnya juga sebagian besar ke kamera. Paling tidak itu mencerminkan preferensi mayoritas orang memilih hp dengan membandingkan kameranya. Juga mencerminkan betapa narsistiknya manusia modern.,,0,0.5614590730101077,0.5614590730101077,0.3915226348708469,0.04701829211904549,low
O2xb1lVqUv4,@akkorz,"Menurut gw sih update software 3 tahun aja sudah cukup, dikarenakan lama2 jg bosan dan mulai lelet jg tuh HP terutama kelas menengah ke bawah ??",,1,0.5715388359491573,0.3204987868412528,0.5715388359491573,0.10796237720958983,low
O2xb1lVqUv4,@sceliomagna,Chimpanzee bodo bicara hp?,,1,0.6054821874630691,0.34761940424334214,0.6054821874630691,0.04689840829358868,medium
O2xb1lVqUv4,@dedehariyanto2756,Trma ksh,,1,0.75875194203065,0.16924276452909756,0.75875194203065,0.07200529344025242,medium
O2xb1lVqUv4,@Bryan_vincent_theo,Huawei sih sekrng oke bgt,,1,0.6733818046020088,0.06048362136495866,0.6733818046020088,0.2661345740330324,medium
O2xb1lVqUv4,@RuvyzvatIndonesia,Info donk orang mereka sendiri itu yg ga pake HPnya sendiri itu dari brand apa? Kemungkinan Xiomi Oppo dan Transholding,,1,0.7422228004180733,0.20732874273804355,0.7422228004180733,0.05044845684388315,medium
O2xb1lVqUv4,@emporiopratama826,"Ga lah, vivo X300 aja ??",,1,0.49591616046163944,0.45175248903888515,0.49591616046163944,0.05233135049947553,low
O2xb1lVqUv4,@lembahbiru12,"Hanya di indonesia harga ipone setinggi langit, di negara lain lebih murah",,0,0.6514021703349033,0.6514021703349033,0.29286446491576523,0.05573336474933133,medium
O2xb1lVqUv4,@FadhilFadhil-u4b1w,lebih support channel om deddy ketimbang channel sebelah dengan subs terbanyak (User Fanatik MINIM INOVASI) ??????,,1,0.7714060927278302,0.10115438361874392,0.7714060927278302,0.12743952365342584,medium
O2xb1lVqUv4,@aldicnajajajxnx3219,"Ga dibayar katanya si dedi, padahal dulu nyepong samsung dalam banget wkwkwkwk<br>Yg paling gua ingat ttg foto bulan yg katanya lensa tele.<br>Nanti jalan beberapa bulan ternyata itu produk AI.<br>Langsung kicep dia ga berani gembor2in lensa tele samsung lagi ????",,0,0.5695488558037143,0.5695488558037143,0.17636814432775413,0.25408299986853156,low
O2xb1lVqUv4,@aero_cats,User ipon bilang fitur andro banyak yg ngga guna ketika mereka kalah telak hahah,,0,0.6463645096845306,0.6463645096845306,0.190734578415592,0.1629009118998773,medium
O2xb1lVqUv4,@chanellblank342,"Masih setia dengan huawei mate xt  ,  iphone  NOoo !!!",,0,0.6660103026564923,0.6660103026564923,0.2824347303073136,0.05155496703619411,medium
O2xb1lVqUv4,@nrimocom,"Blom ada dua menit, uda straight to the point aja bang...??",,1,0.7488658604150011,0.19853456194947836,0.7488658604150011,0.05259957763552051,medium
O2xb1lVqUv4,@FikaMahzila-d8n,"Saya pakai iphone sehari (24jam) bisa 2x cas. Kalau samsung atau pixel 20-24 jam 1x cas aja cukup. Samsung bisa foto bulan, iphone gak bisa",,0,0.6488169471849632,0.6488169471849632,0.3004974984025989,0.05068555441243801,medium
O2xb1lVqUv4,@NovenritoPutra,"Dedy irfan&quot; ADA CHARGER NYA, ADA CHARGER NYA, ADA DONG CHARGER NYA&quot;<br>INI adalah DEDDY CHARGER??",,1,0.7465708861765554,0.20179057351658866,0.7465708861765554,0.05163854030685585,medium
O2xb1lVqUv4,@azmanchanel5118,"Pakei hp sesuai kebutuhan bkn gengsi, secanggih apapn hp mayoritas pengguna hp adlh pggguna basis doang gak ramei yg pkei hp benar2 scara pro wlupn hpnya siri pro????...jika anda pengguna pro hp yg kelas atas penting bt anda,..jd bodo amat pkei hp puluhan juta tp sekadar pengguna basis,.. komentar ini berdasarkan pengalaman gw sndiri krn gw bknlah seorg pgguna hp yg pro...klu dlu gw tergiur hp2 flagship tp setelah gw Pakei flagship gw merasakan rugi amat krn bnyk bget fitur2 flagship yg gak gw gunain..jd skrg hp Rp3 juta kbawah pn cukup bget bt gw?? jd gak lg tergiur flagship ??",,0,0.6211297448734638,0.6211297448734638,0.3051098037668136,0.0737604513597226,medium
O2xb1lVqUv4,@boylondon7194,"Banyak yg bilang hp skarang mahal, padahal 15  thn lalu blacberry dgn edisi porsche nya sdh menyentuh 25-27 jt dgn teknologi yg jauh dibanding saat ini, lalu vertu 18 thn lalu sdh menyentuh 65 jt dgn teknologi lebih terbelakang sdh banyak yg beli.intinya janganlah hp premium mau di masyarakat umumkan, sesuai sj dgn kemampuan dan kebetuhan pembelinya.",,0,0.44660771271491495,0.44660771271491495,0.4164552360500755,0.1369370512350096,low
O2xb1lVqUv4,@jokomulyono1973,Wortit bagi yang banyak duit...?,,0,0.5212236504945722,0.5212236504945722,0.4008743130048812,0.07790203650054668,low
O2xb1lVqUv4,@kirikaze4285,Tapi yutuber gaming pada pake iphone dan ipad...karena lebih stabil,,2,0.4818003948108182,0.38488658244647256,0.13331302274270926,0.4818003948108182,low
O2xb1lVqUv4,@kulexsembrawa9650,"Apa cuma gw ya yang kurang resep hp iPhone,,<br> Alasannya 1.batre cepet habis,2.panas 3.mahal biaya2 servis nya selain harga beli nya juga mahal(buang2 duit aja kalo buat sehari2 mah)<br> Memang saya akui dari segi kamera dan scroll mantep.",,0,0.6950373262871945,0.6950373262871945,0.2546005952568744,0.05036207845593118,medium
O2xb1lVqUv4,@tantowianamz1185,"Karena saya terlalu nyaman pakai tablet Huawei buat kerjaa, jadi handphone mesti pake Huawei walaupun jadull. Tetapp okeee dan puas sih. 1 tahun untuk lepas dari ekosistem Apple itu berat memang ????",,0,0.6770129674913743,0.6770129674913743,0.2400978029416437,0.08288922956698193,medium
O2xb1lVqUv4,@FIRTAtoadore,Yg di tunggu&quot;??,,1,0.7562195056920966,0.1498648334437174,0.7562195056920966,0.09391566086418596,medium
O2xb1lVqUv4,@lekbroto,Gadegtin dn jagatreview .... Rujukan utama sblm bli ponsel,,1,0.6429997743764312,0.25633923941491943,0.6429997743764312,0.10066098620864938,medium
O2xb1lVqUv4,@kirnouki5393,5%tepakai untuk kebutuhan 95% tepake untuk gengsi,,0,0.6210987213031143,0.6210987213031143,0.2312304395015568,0.1476708391953291,medium
O2xb1lVqUv4,@RadenLimbok,Tinggalin semua buatan mamarika dan Eropa,,1,0.5370621720341544,0.06863980887703777,0.5370621720341544,0.39429801908880785,low
O2xb1lVqUv4,@designerfromarchitect4432,"Gue user xiaomi beli hp nova 7 mantep stabil software nya, minus google aja.<br>Curiga banget dibanned karena takut tersaingi, negfitnah ambil data.<br>tanpa google maaf ya huawei, untuk luar negeri masih butuh google dan 5G belum bisa.<br>Klo di negara huawei sendiri jelas overpower ga disunat 5G nya",,0,0.5637813410137632,0.5637813410137632,0.3612506996184323,0.07496795936780451,low
O2xb1lVqUv4,@pargaulanpanjaitan79,"Wow, dari dulu saya ngefans sama   mas helmy yahya sekarang sudah tua dan terlihat masih ganteng..",,0,0.4413919758689815,0.4413919758689815,0.23032213711908592,0.32828588701193256,low
O2xb1lVqUv4,@oesmanzakchanel3882,iPhone 17 itu buatan India,,0,0.7013420943506226,0.7013420943506226,0.2010236489327936,0.09763425671658389,medium
O2xb1lVqUv4,@4S3P_FPV,"Xiaomi cameranya juga ada logo leica, hasilnya gokil juga",,0,0.6536644181273448,0.6536644181273448,0.29766653317003644,0.04866904870261888,medium
O2xb1lVqUv4,@OpickEpull,samsung kereeen cuma ampun ampunan signal nya aneh...makanya tetap bertahan di xiaomi flaghsip,,1,0.492914345003648,0.46193401136685586,0.492914345003648,0.04515164362949616,low
O2xb1lVqUv4,@nyomanraiartaguna5030,apapun handphone nya yang penting si petrik kluipert out hahaha,,1,0.7322005168776081,0.2174920311336875,0.7322005168776081,0.0503074519887043,medium
O2xb1lVqUv4,@reonaldifariz2797,Jangan beli iphone,,0,0.5070222415207388,0.5070222415207388,0.36712147949061696,0.12585627898864407,low
O2xb1lVqUv4,@wahyuwidiyatmika,"FYI iphone 7th updatenya, ini hp saya 7th sudah dipakai, mungkin saatnya update ke 17 pro, bukan gaya tapi emang udah lama aja gak update ??",,0,0.6846171594369587,0.6846171594369587,0.2447958953133204,0.0705869452497208,medium
O2xb1lVqUv4,@voxy.1tr,Pak dosen gadget kita semua,,1,0.8068555911606051,0.05642509014078021,0.8068555911606051,0.1367193186986148,high
O2xb1lVqUv4,@thanossetiawan1249,"Hp ku 2,hp adek aku 2, hp bapak dan ibuk masing2 1, hp pacar aku 2... Dah lah..",,2,0.5131275706588428,0.09157825796832067,0.3952941713728366,0.5131275706588428,low
O2xb1lVqUv4,@abbarai1237,Daging semua.,,1,0.8123081374189967,0.057354537407783734,0.8123081374189967,0.13033732517321955,high
O2xb1lVqUv4,@YuziWiziafrika,"bener kan, hp apel itu antar seri nya bukan yg 1 lebih canggih dari yg lain, tapi yg satu fiturnya dihilangin biar yg lain kelihatan lebih unggul ??",,0,0.6444160445523146,0.6444160445523146,0.30442247601138256,0.05116147943630286,medium
O2xb1lVqUv4,@dawndown4767,"Gap terbesar antara iPhone sama android adl ekosistem ke komputer, Apple bagus banget, android kehalang persaingan google sama Microsoft",,0,0.669727672187047,0.669727672187047,0.11191644791351249,0.21835587989944058,medium
O2xb1lVqUv4,@zonaupdate-series,"softwarenya china selaluu ada bug, freezlah, ujug2 hank...",,0,0.6252301003927695,0.6252301003927695,0.3244714049924514,0.05029849461477909,medium
O2xb1lVqUv4,@indrawidi5122,Gokil banget ini obrolanya dibalik layar industri ??,,2,0.5621112230617167,0.24496961047691154,0.19291916646137178,0.5621112230617167,low
O2xb1lVqUv4,@emptycup-d5y,"Gw sendiri mulai naksir ama huawei, gak ada google bukan masalah sih.",,0,0.5022520508618904,0.5022520508618904,0.16980319883496253,0.32794475030314707,low
O2xb1lVqUv4,@martinsusilo7697,HTC HP bagus yg ga laku..,,0,0.45628818291507783,0.45628818291507783,0.17790310492604403,0.3658087121588782,low
O2xb1lVqUv4,@ruangankecil,"beiyuhh,,helmi yahya gen purbakala melek teknologi nyambung juga ngobrolnya wkwk masok",,1,0.7390651400945819,0.21021393517558934,0.7390651400945819,0.05072092472982871,medium
O2xb1lVqUv4,@omenpraz2446,"inovasi iphone dh mati sejak d tinggal steve jobs. makanya pr youtuber gadget/ penggemar teknologi lebih seneng pakai android terbaru sebagai daily drivernya. yg belum mati dr iphone itu prestige&#39;ny makanya lebih sering d pakai artis jd daily drivernya, dn d ikutin orng2 krn bs bikin nambah gengsinya",,0,0.7162968080024215,0.7162968080024215,0.16612178539667424,0.11758140660090437,medium
O2xb1lVqUv4,@kepedeyan,Orang yg paham teknologi sudah pasti melek namanya inovasi nah kalu orang cuma gengsi dia buta inovasi apalagi teknologi tinggal nilai sendiri android dan ios yg jual inovasi teknologi sm yg jual merk doang jaman skrg hp itu yg di gembor2 in fitur AI bkn spek hp apalagi merk,,0,0.6708613869174469,0.6708613869174469,0.2793415543293705,0.049797058753182556,medium
O2xb1lVqUv4,@ankurmoreno687,"Ceritanya nabung pengen ganti hp baru saking dilemanya milih2 semua hp bagus, malah yg kebeli motor ??",,1,0.7859309604629761,0.06117139103917835,0.7859309604629761,0.15289764849784562,medium
O2xb1lVqUv4,@adityarahmaddani6776,"Kalo ada user ip yg bilang hpnya lebih baik dari android tanyain aja android apa, pasti android kelas menengah kebawah",,0,0.6481104005825904,0.6481104005825904,0.30303209301021317,0.04885750640719629,medium
O2xb1lVqUv4,@jasonwats3035,"pengalamanku pakai android, salah pijit chat anonim di hp android duit ilang 8juta, salah pijit chat anonim di iphone duit dan segala perbankan aman. itu aja sih motivasiku pake apple biar keamanan perbankan terjaga.",,0,0.6590574754589996,0.6590574754589996,0.2900258886841224,0.05091663585687802,medium
O2xb1lVqUv4,@NawangAgista,mungkin pemikiran aku salah.soalnya aku merasa helmy yahya di sini sperti kurang paham.maaf ya????,,1,0.7717525490526536,0.09444468108501305,0.7717525490526536,0.13380276986233347,medium
O2xb1lVqUv4,@RizqiSukmaKharisma,Daging semua pembicaraanya,,1,0.8123081374189967,0.057354537407783734,0.8123081374189967,0.13033732517321955,high
O2xb1lVqUv4,@royalknights229,NGOMONG KARENA ADA KOPI YG KYAKNYA ENAK ITU OM ??????,,1,0.7522827347115147,0.1959845376184645,0.7522827347115147,0.05173272767002081,medium
O2xb1lVqUv4,@gunadit4156,Memang awet Huawei andai saja ga kena banned dari google pasti merajai itu,,0,0.6896037451795828,0.6896037451795828,0.21091856685211813,0.09947768796829913,medium
O2xb1lVqUv4,@bwestproject9068,Pemain bola aja ada group wasap gimana tuh ?,,1,0.7427262367055796,0.20671722266389253,0.7427262367055796,0.050556540630527946,medium
O2xb1lVqUv4,@gerardende1053,Pak Helmy terlihat bangat mengharapkan jagat rewie lebih memilih hp china ketimbang Iphon dan itu tidak terjadi??????,,0,0.6008959487161473,0.6008959487161473,0.3247343036762597,0.07436974760759282,medium
O2xb1lVqUv4,@Airiawan27,Kwalitas janggka panjang bro,,1,0.8005074469552043,0.05925051982952315,0.8005074469552043,0.14024203321527265,high
O2xb1lVqUv4,@bocahwringinharjo2714,X 17 pr mx,,1,0.7327716004657511,0.21486698047440309,0.7327716004657511,0.052361419059845836,medium
O2xb1lVqUv4,@ragammancing,Om helmi memang sangat mengalir banget jadi narasumber jadi ngga kerasa nonton nya sdh selesai padahal 45 menit an??,,1,0.7533960185792087,0.19689921052659964,0.7533960185792087,0.04970477089419181,medium
O2xb1lVqUv4,@mgcloud3313,Setelah 4 tahun nonton soal gadget lagi. Walau ga akan kebeli tapi tahu harus kan,,1,0.7219234591677223,0.17130273449428166,0.7219234591677223,0.10677380633799598,medium
O2xb1lVqUv4,@langitinspirasi1,Ada yg beli I-Phone krna gengsi.. Bukn kebutuhn. Pdahl klo cmn di pke fto. Nontn netflix android jg cukup,,0,0.6590898037193906,0.6590898037193906,0.288848248730366,0.05206194755024329,medium
O2xb1lVqUv4,@sidashifamily6182,Apple itu sejak era jobs menigoy udah kurang inovasi ya itu itu aj...........,,0,0.7004628506096912,0.7004628506096912,0.2332210644192371,0.06631608497107178,medium
O2xb1lVqUv4,@maone.m,suka bgt dengar podcast kali ini,,2,0.5471506919871477,0.1351953548840503,0.3176539531288019,0.5471506919871477,low
O2xb1lVqUv4,@steadyturtle7002,"Huawei takutnya cuma Indonesia, karena image orang Indonesia adalah orang yg ga bisa lepas dari Google dan Apple. Jadi kalau mau market di Indo yg harua Google",,0,0.6538325935844568,0.6538325935844568,0.29177409078275396,0.054393315632789305,medium
O2xb1lVqUv4,@handriekaputra,"Kalau berbicara ios &amp; android adalah relatif. Jika ingin keamanan/ privasi, ekosistem, konsisten update, kinerja yg baik pilihlah ios/apple. Tapi jika diperlukan fleksible/kustomisasi, pilihan merk/ inovasi, keterbukaan mudah pengoperasian pilih lah android.",,0,0.7327043884455209,0.7327043884455209,0.11182299849843647,0.1554726130560427,medium
O2xb1lVqUv4,@Safardan7,"&quot;Ada chargernya, ada chargernya, ada chargernya&quot; ??",,1,0.6863383390823008,0.26458131469496393,0.6863383390823008,0.04908034622273523,medium
O2xb1lVqUv4,@septyanstrifewibowo2810,Xiaomi 17 pro max. Gimana kabarnya ??????,,1,0.7287676129751935,0.2243343175363533,0.7287676129751935,0.04689806948845306,medium
O2xb1lVqUv4,@nacomix9543,"Kata² paling ikonik jagat review &quot;ada chargernya, ada chargernya, ada chargernya&quot;.<br><br>Tau kan menyindir merek HP kapitalis berkedok teknologi ????",,1,0.6852706691217657,0.2655880917627377,0.6852706691217657,0.049141239115496685,medium
O2xb1lVqUv4,@galihadi2101,Yg nonton pake Nova5T ada?,,1,0.7659934284113699,0.1842977319997998,0.7659934284113699,0.04970883958883033,medium
O2xb1lVqUv4,@abdulsoleh7131,"<a href=""https://www.youtube.com/watch?v=O2xb1lVqUv4&amp;t=2588"">43:08</a> makanya kadang suka aneh dengan argumen Apple itu &quot;it&#39;s just work.&quot;<br><br>&quot;oh itu emang harusnya ngedit pake imac&quot; lah berarti kalo lu cuman beli hapenya aja lu bukan customer Apple yang perlu diperhatikan user experience nya?<br><br>&quot;kalo kerja profesional itu harusnya iMac, windows buat game doang&quot; kerja profesional apa maksudnya? kalo lu profesional yang sering pake Excel, iMac itu sampah di kategori itu.",,0,0.5286092072906347,0.5286092072906347,0.4267222492451534,0.044668543464211875,low
O2xb1lVqUv4,@arfasanz,Saya masih setia pake huawei nova 5t. Masih bisa android cuma udh ganti LCD aja,,0,0.6611216087809455,0.6611216087809455,0.28963919510502184,0.04923919611403266,medium
O2xb1lVqUv4,@pikachuuu5264,kayaknya supplier layar lipat 3 huawei bukan dari samsung melainkan dari BOE supplier layar dari china.,,1,0.5949152950160566,0.31745796355648237,0.5949152950160566,0.0876267414274611,low
O2xb1lVqUv4,@savu23,asli nya co custom ui brand cina kya ipon semua jijay,,0,0.638356684976201,0.638356684976201,0.3092225062006584,0.052420808823140555,medium
O2xb1lVqUv4,@erick29js,Satu2nya channel gadget Indonesia yang paling detail sedetail2nya kayaknya cuma Jagat Review,,1,0.6455263291742982,0.06390319147963272,0.6455263291742982,0.29057047934606894,medium
O2xb1lVqUv4,@brunohikkmat8795,Teknologi Ketinggalan masih banyak yang buta mata dan tetep pake IPONG??,,0,0.5205064543871082,0.5205064543871082,0.427386283149039,0.05210726246385274,low
O2xb1lVqUv4,@wartonovallerossi7489,Nonton ini pke Redmi ??????,,1,0.7706871926983538,0.17666267740938038,0.7706871926983538,0.052650129892265786,medium
